"Abrangência";"Ocupação";"Gênero";"Quantitativo";"Porcentagem (%)";
"Brasil";"Administrador";"Feminino";"208";"30,01"
"Brasil";"Administrador";"Masculino";"485";"69,99"
"Brasil";"Advogado";"Feminino";"507";"27,80"
"Brasil";"Advogado";"Masculino";"1317";"72,20"
"Brasil";"Agenciador de Propaganda";"Masculino";"2";"100,00"
"Brasil";"Agente Administrativo";"Feminino";"53";"41,73"
"Brasil";"Agente Administrativo";"Masculino";"74";"58,27"
"Brasil";"Agente de Saúde e Sanitarista";"Feminino";"41";"46,59"
"Brasil";"Agente de Saúde e Sanitarista";"Masculino";"47";"53,41"
"Brasil";"Agente de Serviços Funerários e Embalsamador";"Feminino";"1";"33,33"
"Brasil";"Agente de Serviços Funerários e Embalsamador";"Masculino";"2";"66,67"
"Brasil";"Agente de Viagem";"Feminino";"3";"75,00"
"Brasil";"Agente de Viagem";"Masculino";"1";"25,00"
"Brasil";"Agente Postal";"Feminino";"4";"30,77"
"Brasil";"Agente Postal";"Masculino";"9";"69,23"
"Brasil";"Agricultor";"Feminino";"71";"27,41"
"Brasil";"Agricultor";"Masculino";"188";"72,59"
"Brasil";"Agrônomo";"Feminino";"2";"5,71"
"Brasil";"Agrônomo";"Masculino";"33";"94,29"
"Brasil";"Alfaiate e Costureiro";"Feminino";"6";"85,71"
"Brasil";"Alfaiate e Costureiro";"Masculino";"1";"14,29"
"Brasil";"Almoxarife";"Feminino";"1";"20,00"
"Brasil";"Almoxarife";"Masculino";"4";"80,00"
"Brasil";"Analista de Sistemas";"Feminino";"5";"9,80"
"Brasil";"Analista de Sistemas";"Masculino";"46";"90,20"
"Brasil";"Antropólogo";"Feminino";"2";"50,00"
"Brasil";"Antropólogo";"Masculino";"2";"50,00"
"Brasil";"Aposentado (Exceto Servidor Público)";"Feminino";"296";"37,28"
"Brasil";"Aposentado (Exceto Servidor Público)";"Masculino";"498";"62,72"
"Brasil";"Arquiteto";"Feminino";"26";"41,27"
"Brasil";"Arquiteto";"Masculino";"37";"58,73"
"Brasil";"Arquivista e Museólogo";"Feminino";"3";"100,00"
"Brasil";"Artesão";"Feminino";"37";"75,51"
"Brasil";"Artesão";"Masculino";"12";"24,49"
"Brasil";"Artista de Circo";"Masculino";"8";"100,00"
"Brasil";"Artista Plástico e Assemelhados";"Feminino";"13";"41,94"
"Brasil";"Artista Plástico e Assemelhados";"Masculino";"18";"58,06"
"Brasil";"Assistente Social";"Feminino";"151";"83,89"
"Brasil";"Assistente Social";"Masculino";"29";"16,11"
"Brasil";"Astrólogo";"Feminino";"1";"100,00"
"Brasil";"Astrônomo";"Feminino";"7";"63,64"
"Brasil";"Astrônomo";"Masculino";"4";"36,36"
"Brasil";"Atendente de Lanchonete e Restaurante";"Feminino";"10";"71,43"
"Brasil";"Atendente de Lanchonete e Restaurante";"Masculino";"4";"28,57"
"Brasil";"Atleta Profissional e Técnico em Desportos";"Feminino";"8";"29,63"
"Brasil";"Atleta Profissional e Técnico em Desportos";"Masculino";"19";"70,37"
"Brasil";"Ator e Diretor de Espetáculos Públicos";"Feminino";"8";"19,05"
"Brasil";"Ator e Diretor de Espetáculos Públicos";"Masculino";"34";"80,95"
"Brasil";"Auxiliar de Escritório e Assemelhados";"Feminino";"127";"61,95"
"Brasil";"Auxiliar de Escritório e Assemelhados";"Masculino";"78";"38,05"
"Brasil";"Auxiliar de Laboratório";"Feminino";"4";"57,14"
"Brasil";"Auxiliar de Laboratório";"Masculino";"3";"42,86"
"Brasil";"Bancário e Economiário";"Feminino";"15";"15,00"
"Brasil";"Bancário e Economiário";"Masculino";"85";"85,00"
"Brasil";"Bibliotecário";"Feminino";"6";"75,00"
"Brasil";"Bibliotecário";"Masculino";"2";"25,00"
"Brasil";"Biólogo";"Feminino";"9";"36,00"
"Brasil";"Biólogo";"Masculino";"16";"64,00"
"Brasil";"Biomédico";"Feminino";"7";"53,85"
"Brasil";"Biomédico";"Masculino";"6";"46,15"
"Brasil";"Bombeiro Civil";"Feminino";"6";"31,58"
"Brasil";"Bombeiro Civil";"Masculino";"13";"68,42"
"Brasil";"Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados";"Masculino";"2";"100,00"
"Brasil";"Bombeiro Militar";"Feminino";"14";"13,33"
"Brasil";"Bombeiro Militar";"Masculino";"91";"86,67"
"Brasil";"Cabeleireiro e Barbeiro";"Feminino";"105";"62,87"
"Brasil";"Cabeleireiro e Barbeiro";"Masculino";"62";"37,13"
"Brasil";"Cantor e Compositor";"Feminino";"28";"37,84"
"Brasil";"Cantor e Compositor";"Masculino";"46";"62,16"
"Brasil";"Capitalista de Ativos Financeiros";"Masculino";"2";"100,00"
"Brasil";"Carpinteiro, Marceneiro e Assemelhados";"Masculino";"15";"100,00"
"Brasil";"Catador de Recicláveis";"Feminino";"2";"22,22"
"Brasil";"Catador de Recicláveis";"Masculino";"7";"77,78"
"Brasil";"Ceramista e Oleiro";"Feminino";"1";"100,00"
"Brasil";"Chaveiro";"Masculino";"2";"100,00"
"Brasil";"Cientista Político";"Feminino";"2";"14,29"
"Brasil";"Cientista Político";"Masculino";"12";"85,71"
"Brasil";"Cobrador de Transporte Coletivo";"Feminino";"8";"34,78"
"Brasil";"Cobrador de Transporte Coletivo";"Masculino";"15";"65,22"
"Brasil";"Comandante de Embarcações";"Masculino";"1";"100,00"
"Brasil";"Comerciante";"Feminino";"242";"23,75"
"Brasil";"Comerciante";"Masculino";"777";"76,25"
"Brasil";"Comerciário";"Feminino";"33";"42,86"
"Brasil";"Comerciário";"Masculino";"44";"57,14"
"Brasil";"Comissário de Bordo";"Feminino";"1";"50,00"
"Brasil";"Comissário de Bordo";"Masculino";"1";"50,00"
"Brasil";"Comunicólogo";"Feminino";"2";"11,76"
"Brasil";"Comunicólogo";"Masculino";"15";"88,24"
"Brasil";"Contador";"Feminino";"57";"28,22"
"Brasil";"Contador";"Masculino";"145";"71,78"
"Brasil";"Coreógrafo e Bailarino";"Feminino";"1";"33,33"
"Brasil";"Coreógrafo e Bailarino";"Masculino";"2";"66,67"
"Brasil";"Corretor de Imóveis, Seguros, Títulos e Valores";"Feminino";"75";"27,78"
"Brasil";"Corretor de Imóveis, Seguros, Títulos e Valores";"Masculino";"195";"72,22"
"Brasil";"Cozinheiro";"Feminino";"36";"72,00"
"Brasil";"Cozinheiro";"Masculino";"14";"28,00"
"Brasil";"Decorador";"Feminino";"3";"100,00"
"Brasil";"Deputado";"Feminino";"135";"12,09"
"Brasil";"Deputado";"Masculino";"982";"87,91"
"Brasil";"Desenhista";"Feminino";"5";"50,00"
"Brasil";"Desenhista";"Masculino";"5";"50,00"
"Brasil";"Despachante";"Feminino";"3";"14,29"
"Brasil";"Despachante";"Masculino";"18";"85,71"
"Brasil";"Detetive Particular";"Feminino";"1";"12,50"
"Brasil";"Detetive Particular";"Masculino";"7";"87,50"
"Brasil";"Digitador";"Masculino";"5";"100,00"
"Brasil";"Diretor de Empresas";"Feminino";"8";"32,00"
"Brasil";"Diretor de Empresas";"Masculino";"17";"68,00"
"Brasil";"Diretor de Estabelecimento de Ensino";"Feminino";"10";"45,45"
"Brasil";"Diretor de Estabelecimento de Ensino";"Masculino";"12";"54,55"
"Brasil";"Dona de Casa";"Feminino";"494";"99,80"
"Brasil";"Dona de Casa";"Masculino";"1";"0,20"
"Brasil";"Economista";"Feminino";"14";"11,76"
"Brasil";"Economista";"Masculino";"105";"88,24"
"Brasil";"Economista Doméstico";"Feminino";"2";"66,67"
